0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.782430886392393984e-02,-3.099196928526631312e-01,7.775547448492658997e-01,-4.149043687723648621e-01,1.901169784004408392e-02,-2.295911017667626869e-02,-5.951433006220832600e-02,4.327286776362884724e-01,4.462746759544667374e-01,-4.527056868602482576e-01,1.573332480550646562e-01,-1.637642589608529764e-01,0.000000000000000000e+00
-5.797801079902582810e-02,-3.244133511960286542e-01,7.862970555708929110e-01,4.147156975922705602e-02,1.335733415456351825e+00,-2.821157234968826977e+00,1.366815875977991812e+00,1.650641006542435951e-02,1.488827056662789250e+00,-1.634112251716523190e+00,5.489729868680641722e-01,-6.942581819217794603e-01,0.000000000000000000e+00
-8.788537699841444950e-02,-3.423109451137298920e-01,7.875157845808777868e-01,8.008006717209367742e-02,1.418486138668496599e+00,-2.777204966954725851e+00,1.181443811869808513e+00,7.805274443947417956e-03,2.247194852443208379e+00,-2.489141023540534903e+00,8.225266358373406472e-01,-1.064472806934649629e+00,0.000000000000000000e+00
-1.175031701598480693e-01,-3.601501899997607836e-01,7.877430492030894627e-01,1.124332286844206691e-01,1.474586240440462381e+00,-2.727986378612906382e+00,1.019816379182502564e+00,5.069899831843624471e-03,3.037419384433701630e+00,-3.295851149233156363e+00,1.132631152368803740e+00,-1.391062917168243152e+00,0.000000000000000000e+00
-1.468374593127919070e-01,-3.779705949279040800e-01,7.871628343152453633e-01,1.431085233711961724e-01,1.503904180412794611e+00,-2.675766679208647414e+00,8.842366528965402983e-01,3.728885249955847178e-03,3.853583003772618643e+00,-4.061140681616008052e+00,1.473270505438946554e+00,-1.680828183282321975e+00,0.000000000000000000e+00
-1.758462044788697831e-01,-3.957877444271658551e-01,7.858876060856021528e-01,1.729144549697465005e-01,1.510118162891142202e+00,-2.622314113032517380e+00,7.727019375886596819e-01,2.931686477238575669e-03,4.689215293499632509e+00,-4.789335420193769011e+00,1.838655768263224966e+00,-1.938775894957347035e+00,0.000000000000000000e+00
-2.044932904378246041e-01,-4.136054294545039034e-01,7.840031512803651292e-01,2.020903936874180740e-01,1.497780810765730664e+00,-2.568833958285806851e+00,6.817753478062161809e-01,2.402817725345107562e-03,5.538982530255592174e+00,-5.483861668384196975e+00,2.224038664210862937e+00,-2.168917802339456635e+00,0.000000000000000000e+00
-2.327492380701636221e-01,-4.314206278923470306e-01,7.815664529948274097e-01,2.307230694412955863e-01,1.471077013949346757e+00,-2.516003870600699077e+00,6.078635738986867265e-01,2.026069691547682100e-03,6.398824196229035088e+00,-6.147207481699218157e+00,2.625836547512706343e+00,-2.374219832982876088e+00,0.000000000000000000e+00
-2.605884087129680116e-01,-4.492257262838996179e-01,7.786102824030783909e-01,2.588443673020492386e-01,1.433386085570772517e+00,-2.464093014149145944e+00,5.477737999173507566e-01,1.743918452258772650e-03,7.265654219843787232e+00,-6.781085102653572783e+00,3.041378962812525621e+00,-2.556809845622294297e+00,0.000000000000000000e+00
-2.879872732402031787e-01,-4.670094035573206237e-01,7.751504719812694066e-01,2.864624965811827240e-01,1.387273797476916259e+00,-2.413085799532403541e+00,4.988452935374198538e-01,1.524625445669597085e-03,8.137033874136756495e+00,-7.386669458772949781e+00,3.468608602663998397e+00,-2.718244187300174364e+00,0.000000000000000000e+00
-3.149236601924437218e-01,-4.847569651279564074e-01,7.711922659810854785e-01,3.135742349167657816e-01,1.334639121671830075e+00,-2.362777710873162906e+00,4.588983685042377081e-01,1.349241508215887498e-03,9.010932222233552835e+00,-7.964799044760334290e+00,3.905853941219211034e+00,-2.859720763745976058e+00,0.000000000000000000e+00
