0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.938404930152696326e-02,-3.153543563928717930e-01,7.817601828434685984e-01,-2.080632289133464763e+00,9.534376203835491503e-02,-1.151339152609124616e-01,-2.984531825860880505e-01,2.170016338434990644e+00,2.237945404038802266e+00,-2.270196015883013452e+00,7.889829206245584370e-01,-8.212335324688035953e-01,0.000000000000000000e+00
-1.369253140149440662e-01,-3.311891132466136534e-01,7.860388341628725684e-01,-1.179895486677207117e+00,2.005687239104161801e+00,-4.948738188164996110e+00,2.859022267677038709e+00,1.316820492318488522e+00,4.280571103249838139e+00,-2.912198531251538824e+00,2.060939697112810887e+00,-6.925671251145892882e-01,0.000000000000000000e+00
-6.012623193266483645e-02,-3.133413455153238325e-01,8.084088107399033385e-01,2.400619184933999062e+00,1.805887368771195600e+00,-3.523602008579342471e+00,1.567337148635159272e+00,-2.340493435665939703e+00,5.868968662605405839e+00,2.293414241198944659e+00,4.894290797591657416e+00,3.268092106212645565e+00,0.000000000000000000e+00
-2.107751841342373200e-01,-3.322065503946922127e-01,8.157502989423165429e-01,1.006691510232431419e+00,9.509346602658499403e-01,-3.285686315259268131e+00,2.432887046917640461e+00,-7.959161563364365310e-01,7.818654905557877122e+00,-3.656893971631432372e+00,4.401878236434440872e+00,-2.401173025080174384e-01,0.000000000000000000e+00
-3.335401241123439053e-01,-3.322828709371278832e-01,8.185343083004267273e-01,3.470372593099500858e+00,-1.167989253218720380e+00,-3.644473512353661793e+00,4.670252311886253338e+00,-3.136832936460052679e+00,1.152674244373011803e+01,-6.900953764750254571e+00,6.119881484435270025e+00,-1.494092805455426776e+00,0.000000000000000000e+00
-4.767087138101940846e-01,-3.437634012915816717e-01,8.100489723198999181e-01,3.602659538651513227e+00,-1.340621974365736602e+00,-3.855722554092744669e+00,5.401218512279722717e+00,-3.125951207472265736e+00,1.614430541572185618e+01,-9.999322355792410022e+00,8.416606265535532927e+00,-2.271623205606123186e+00,0.000000000000000000e+00
-6.059531450376353101e-01,-3.444983900949974975e-01,8.065887224960890389e-01,3.755621116076382826e+00,-1.198019627125656683e+00,-4.088243417847342798e+00,5.767884247908706463e+00,-3.149668351444242731e+00,2.079627728574597967e+01,-1.231764604075062586e+01,1.097345788197798022e+01,-2.494826636982657497e+00,0.000000000000000000e+00
-7.236870735061934345e-01,-3.477663783505436368e-01,8.143513096529141349e-01,3.868254833356078226e+00,-1.024407144113865797e+00,-4.296020167449975169e+00,6.022773184592408846e+00,-3.144567987690881861e+00,2.551293456010285254e+01,-1.394669397491181329e+01,1.378158621063403544e+01,-2.215345625442991295e+00,0.000000000000000000e+00
-8.317749103724488835e-01,-3.619660657328440667e-01,8.260840673520410959e-01,3.975063519455754424e+00,-8.426220196097613524e-01,-4.475173669391779185e+00,6.196177905091388993e+00,-3.143288735457881344e+00,3.023130633537054734e+01,-1.505460196696693131e+01,1.674779726196453566e+01,-1.571092893560914305e+00,0.000000000000000000e+00
-9.303813320120809527e-01,-3.874004412487192517e-01,8.316405911325391864e-01,4.073086784936861271e+00,-6.578085468676374559e-01,-4.642989434111610692e+00,6.319579031623105969e+00,-3.142705499427207894e+00,3.493994862966025039e+01,-1.566124428783337841e+01,1.985797756335914954e+01,-5.792732215322764500e-01,0.000000000000000000e+00
-1.018473493930700524e+00,-4.147373978022170227e-01,8.228188721301494812e-01,4.160847726479625308e+00,-4.643863727373108707e-01,-4.816807222864890825e+00,6.411959906089728101e+00,-3.142374215051921826e+00,3.956265308357545507e+01,-1.578709047579877023e+01,2.305266170827776051e+01,7.229008994988754822e-01,0.000000000000000000e+00
-1.094731213356439525e+00,-4.279692555412377697e-01,8.059542813017673835e-01,4.236894670784384864e+00,-2.655573780317442845e-01,-5.009443093978244832e+00,6.495099549851250487e+00,-3.142163389448988209e+00,4.398170032778913452e+01,-1.547867680794754897e+01,2.623553118495841829e+01,2.267492334883141059e+00,0.000000000000000000e+00
-1.159483692177691427e+00,-4.283044131593912729e-01,8.021653202676619632e-01,4.301503621770367047e+00,-7.822982552137369705e-02,-5.217905222237541274e+00,6.587508628834545021e+00,-3.142019823079155394e+00,4.813981957808835688e+01,-1.481101205686449873e+01,2.934397867331311716e+01,3.984828847910677929e+00,0.000000000000000000e+00
-1.215330450319594968e+00,-4.338157207119210934e-01,8.168455840968016357e-01,4.357248278203454284e+00,8.937880230821937388e-02,-5.433506765420091256e+00,6.692381492526491726e+00,-3.141917693364909780e+00,5.212466152986629453e+01,-1.383656866334333380e+01,3.242351528258019755e+01,5.864577583942701011e+00,0.000000000000000000e+00
-1.264400480216892886e+00,-4.557255798305036576e-01,8.427592471697897825e-01,4.406243486782318364e+00,2.549902523362218565e-01,-5.673393629164383611e+00,6.812063989984683765e+00,-3.141842853148901771e+00,5.604771907740060755e+01,-1.255861480683554987e+01,3.555112181914779512e+01,7.937982451417220808e+00,0.000000000000000000e+00
-1.306662734507048729e+00,-5.038563986145794260e-01,8.701023484096658267e-01,4.448449752195454465e+00,4.577381155425438441e-01,-6.002070091149243503e+00,6.974256800486278607e+00,-3.141786853057205953e+00,5.994935572971699145e+01,-1.093511216655467777e+01,3.876766508612901418e+01,1.024657847703324265e+01,0.000000000000000000e+00
-1.333103799604000272e+00,-6.026672169163793669e-01,8.343740017376002349e-01,4.474848281923438975e+00,7.651130620113462122e-01,-6.596488558160412907e+00,7.290279825140632219e+00,-3.141744312773494308e+00,6.363786451593652060e+01,-8.671899910078371576e+00,4.202755029077692939e+01,1.293841431508120365e+01,0.000000000000000000e+00
-1.346991158889979223e+00,-6.684984105186075887e-01,7.263661775539184129e-01,4.488702963558467651e+00,3.995269692000513739e-01,-5.683676393703332330e+00,6.766230471474241170e+00,-3.141711635216173359e+00,6.688987324493780307e+01,-6.168483034938867959e+00,4.505443761661603475e+01,1.566695259338290391e+01,0.000000000000000000e+00
